sample_alias;host_scientific_name;host_sex;sample_site_ID;suborder_host;latitude;geographic_location_country;longitude;host_tax_id;collection_date;sample_title;sample_description;project_name;env_broad_scale;env_local_scale;env_medium;geo_loc_name;Elevation;scientific_name;tax_id
MEP3-G10;Chorthippus_parallelus;F;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;37639;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP3-G11;Stenobothrus_lineatus;M;B1;Caelifera;46.25719122;Switzerland;7.022405752;355390;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-G12;Euthystira_brachyptera;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-G2;Gomphocerippus_rufus;M;B6;Caelifera;46.26808856;Switzerland;7.107608205;58560;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP3-G3;Gomphocerippus_rufus;F;B6;Caelifera;46.26808856;Switzerland;7.107608205;58560;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP3-G4;Platycleis_albopunctata;M;B3;Ensifera;46.27362922;Switzerland;7.048341589;470653;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP3-G5;Gomphocerippus_rufus;M;B6;Caelifera;46.26808856;Switzerland;7.107608205;58560;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP3-G6;Euthystira_brachyptera;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP3-G7;Euthystira_brachyptera;M;B6;Caelifera;46.26808856;Switzerland;7.107608205;294354;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP3-G8;Stenobothrus_lineatus;F;B1;Caelifera;46.25719122;Switzerland;7.022405752;355390;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-G9;Oedipoda_caerulescens;M;B1;Caelifera;46.25719122;Switzerland;7.022405752;58615;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-H1;Metrioptera_saussuriana;F;B8;Ensifera;46.26791258;Switzerland;7.162490295;323357;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP3-H10;Oedipoda_caerulescens;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;58615;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP3-H11;Omocestus_rufipes;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;660956;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP3-H12;Euthystira_brachyptera;F;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;294354;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP3-H2;Podisma_pedestris;M;B8;Caelifera;46.26791258;Switzerland;7.162490295;109886;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP3-H3;Euthystira_brachyptera;F;B6;Caelifera;46.26808856;Switzerland;7.107608205;294354;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP3-H4;Platycleis_albopunctata;M;B1;Ensifera;46.25719122;Switzerland;7.022405752;470653;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-H5;Mecostethus_parapleurus;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;243010;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-H6;Phaneroptera_falcata;M;B3;Ensifera;46.27362922;Switzerland;7.048341589;396409;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP3-H7;Gomphocerippus_rufus;F;B1;Caelifera;46.25719122;Switzerland;7.022405752;58560;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-H8;Oedipoda_caerulescens;F;B1;Caelifera;46.25719122;Switzerland;7.022405752;58615;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-H9;Chorthippus_parallelus;F;B7;Caelifera;46.27627826;Switzerland;7.155130793;37639;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP4-A1;Stauroderus_scalaris;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;7019;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-A10;Arcyptera_fusca;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;58562;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-A11;Metrioptera_saussuriana;F;B5.1;Ensifera;46.28508505;Switzerland;7.124605796;323357;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP4-A12;Stenobothrus_lineatus;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP4-A2;Metrioptera_saussuriana;F;B6;Ensifera;46.26808856;Switzerland;7.107608205;323357;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP4-A3;Metrioptera_saussuriana;M;B5.2;Ensifera;46.29094315;Switzerland;7.112594383;323357;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP4-A4;Gomphocerippus_rufus;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;58560;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP4-A5;Chorthippus_biguttulus;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;270253;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP4-A6;Euthystira_brachyptera;M;B1;Caelifera;46.25719122;Switzerland;7.022405752;294354;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP4-A7;Tettigonia_cantans;F;B5.1;Ensifera;46.28508505;Switzerland;7.124605796;420850;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP4-A8;Tettigonia_cantans;M;B5.2;Ensifera;46.29094315;Switzerland;7.112594383;420850;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP4-A9;Platycleis_albopunctata;F;B2;Ensifera;46.26847275;Switzerland;7.032514702;470653;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-B1;Euthystira_brachyptera;F;B8;Caelifera;46.26791258;Switzerland;7.162490295;294354;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP4-B10;Decticus_verrucivorus;M;B5.1;Ensifera;46.28508505;Switzerland;7.124605796;441217;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP4-B11;Decticus_verrucivorus;F;B5.1;Ensifera;46.28508505;Switzerland;7.124605796;441217;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP4-B12;Chorthippus_parallelus;F;B4;Caelifera;46.28557705;Switzerland;7.095862432;37639;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP4-B2;Omocestus_viridulus;F;B6;Caelifera;46.26808856;Switzerland;7.107608205;294351;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP4-B3;Chorthippus_parallelus;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;37639;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP4-B4;Stauroderus_scalaris;F;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;7019;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP4-B5;Chorthippus_biguttulus;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;270253;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP4-B6;Euthystira_brachyptera;M;B6;Caelifera;46.26808856;Switzerland;7.107608205;294354;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP4-B7;Stauroderus_scalaris;F;B6;Caelifera;46.26808856;Switzerland;7.107608205;7019;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP4-B8;Chorthippus_parallelus;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;37639;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP4-B9;Anonconotus_alpinus;M;B7;Ensifera;46.27627826;Switzerland;7.155130793;2895733;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP4-C1;Stenobothrus_lineatus;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP4-C10;Stauroderus_scalaris;M;B6;Caelifera;46.26808856;Switzerland;7.107608205;7019;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP4-C11;Stenobothrus_lineatus;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-C12;Stauroderus_scalaris;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;7019;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP4-C2;Omocestus_viridulus;F;B4;Caelifera;46.28557705;Switzerland;7.095862432;294351;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP4-C3;Euthystira_brachyptera;M;B8;Caelifera;46.26791258;Switzerland;7.162490295;294354;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP4-C4;Omocestus_rufipes;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;660956;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-C5;Gomphocerippus_rufus;M;B1;Caelifera;46.25719122;Switzerland;7.022405752;58560;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP4-C6;Ruspolia_nitidula;F;B2;Ensifera;46.26847275;Switzerland;7.032514702;62786;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-C7;Stauroderus_scalaris;F;B4;Caelifera;46.28557705;Switzerland;7.095862432;7019;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP4-C8;Euthystira_brachyptera;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-C9;Euthystira_brachyptera;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-D1;Stauroderus_scalaris;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;7019;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP4-D10;Pholidoptera_griseoaptera;M;B5.2;Ensifera;46.29094315;Switzerland;7.112594383;302092;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP4-D11;Chorthippus_parallelus;M;B1;Caelifera;46.25719122;Switzerland;7.022405752;37639;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP4-D12;Miramella_alpina;M;B8;Caelifera;46.26791258;Switzerland;7.162490295;150816;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP4-D2;Gomphocerippus_rufus;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;58560;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-D3;Metrioptera_saussuriana;M;B8;Ensifera;46.26791258;Switzerland;7.162490295;323357;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP4-D4;Metrioptera_roeselii;F;B6;Ensifera;46.26808856;Switzerland;7.107608205;494379;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP4-D5;Stauroderus_scalaris;F;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;7019;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP4-D6;Stauroderus_scalaris;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;7019;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP4-D7;Chorthippus_parallelus;M;B8;Caelifera;46.26791258;Switzerland;7.162490295;37639;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP4-D8;Gomphocerippus_rufus;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;58560;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-D9;Gomphocerippus_rufus;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;58560;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP4-E1;Chorthippus_parallelus;M;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;37639;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP4-E11;Stauroderus_scalaris;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;7019;11.09.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP4-E2;Euthystira_brachyptera;F;B7;Caelifera;46.27627826;Switzerland;7.155130793;294354;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP4-E3;Decticus_verrucivorus;F;B2;Ensifera;46.26847275;Switzerland;7.032514702;441217;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-E4;Stauroderus_scalaris;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;7019;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP4-E5;Stauroderus_scalaris;F;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;7019;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP4-E6;Gomphocerippus_rufus;M;B6;Caelifera;46.26808856;Switzerland;7.107608205;58560;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP4-E7;Omocestus_viridulus;F;B6;Caelifera;46.26808856;Switzerland;7.107608205;294351;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP4-E8;Euthystira_brachyptera;F;B4;Caelifera;46.28557705;Switzerland;7.095862432;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP4-E9;Podisma_pedestris;F;B8;Caelifera;46.26791258;Switzerland;7.162490295;109886;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP4-F1;Chorthippus_parallelus;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;37639;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP4-F10;Metrioptera_saussuriana;M;B7;Ensifera;46.27627826;Switzerland;7.155130793;323357;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP4-F11;Chorthippus_biguttulus;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;270253;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
